"","sex","age","education_level","institution_type","it_student","location","load_shedding","financial_condition","internet_type","network_type","class_duration","self_lms","device","adaptivity_level","outcome","sex_indicator","financial"
"444","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"445","Boy","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"1"
"446","Girl","21-25","University","Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","Yes","Mobile","Moderate","2",0,"2"
"447","Boy","21-25","College","Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Low","1",1,"2"
"448","Girl","21-25","University","Non Government","No","Yes","Low","Mid","Wifi","3G","1-3","Yes","Mobile","High","3",0,"2"
"449","Boy","21-25","University","Non Government","Yes","Yes","Low","Rich","Wifi","4G","3-6","No","Mobile","Low","1",1,"3"
"450","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"2"
"451","Girl","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","3-6","No","Mobile","Moderate","2",0,"1"
"452","Girl","21-25","University","Non Government","Yes","Yes","Low","Rich","Wifi","4G","3-6","No","Computer","High","3",0,"3"
"453","Boy","1-5","School","Government","No","No","Low","Mid","Mobile Data","4G","0","No","Mobile","Low","1",1,"2"
"454","Girl","16-20","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","0","No","Mobile","Low","1",0,"1"
"455","Boy","21-25","University","Government","No","No","High","Poor","Mobile Data","4G","3-6","No","Mobile","Moderate","2",1,"1"
"456","Girl","21-25","University","Government","No","Yes","Low","Poor","Mobile Data","4G","0","No","Mobile","Low","1",0,"1"
"457","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"458","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",1,"2"
"459","Boy","21-25","University","Government","No","No","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"1"
"460","Boy","21-25","University","Non Government","Yes","Yes","High","Poor","Wifi","3G","3-6","No","Computer","Moderate","2",1,"1"
"461","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"462","Boy","21-25","University","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","Yes","Mobile","High","3",1,"1"
"463","Boy","21-25","University","Non Government","Yes","No","High","Mid","Mobile Data","3G","3-6","Yes","Mobile","High","3",1,"2"
"464","Boy","21-25","University","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","Yes","Mobile","High","3",1,"1"
"465","Girl","11-15","School","Non Government","No","Yes","Low","Rich","Wifi","3G","1-3","No","Mobile","High","3",0,"3"
"466","Boy","21-25","University","Non Government","Yes","No","Low","Mid","Mobile Data","3G","1-3","Yes","Computer","Moderate","2",1,"2"
"467","Boy","21-25","College","Government","No","No","High","Poor","Mobile Data","3G","1-3","Yes","Mobile","Low","1",1,"1"
"468","Boy","11-15","School","Government","No","No","Low","Poor","Mobile Data","3G","0","No","Mobile","Low","1",1,"1"
"469","Girl","16-20","College","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",0,"2"
"470","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","3G","1-3","Yes","Mobile","Low","1",1,"2"
"471","Boy","21-25","University","Non Government","Yes","No","High","Poor","Mobile Data","3G","1-3","Yes","Mobile","Moderate","2",1,"1"
"472","Boy","21-25","University","Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","Yes","Mobile","Low","1",1,"2"
"473","Boy","11-15","School","Government","No","No","Low","Poor","Mobile Data","3G","0","No","Mobile","Low","1",1,"1"
"474","Boy","21-25","University","Non Government","No","No","Low","Mid","Wifi","4G","0","No","Mobile","Moderate","2",1,"2"
"475","Girl","16-20","College","Non Government","No","No","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"2"
"476","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",1,"2"
"477","Boy","21-25","University","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","Yes","Mobile","High","3",1,"1"
"478","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"479","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"2"
"480","Boy","26-30","University","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","Yes","Mobile","Moderate","2",1,"2"
"481","Girl","16-20","College","Government","No","Yes","Low","Mid","Wifi","3G","1-3","No","Mobile","Moderate","2",0,"2"
"482","Boy","21-25","University","Government","No","No","High","Mid","Mobile Data","4G","1-3","No","Mobile","Low","1",1,"2"
"483","Girl","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low","1",0,"1"
"484","Boy","16-20","College","Government","No","Yes","High","Mid","Mobile Data","4G","1-3","No","Mobile","Low","1",1,"2"
"485","Boy","21-25","College","Government","Yes","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"486","Boy","16-20","School","Government","No","No","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"2"
"487","Girl","21-25","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Computer","Moderate","2",0,"2"
"488","Boy","21-25","University","Non Government","Yes","Yes","High","Mid","Mobile Data","3G","1-3","Yes","Computer","Moderate","2",1,"2"
"489","Girl","21-25","University","Non Government","Yes","Yes","High","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"490","Girl","11-15","School","Non Government","No","Yes","Low","Poor","Wifi","3G","1-3","No","Mobile","Moderate","2",0,"1"
"491","Boy","21-25","University","Non Government","Yes","Yes","High","Poor","Wifi","4G","1-3","Yes","Computer","High","3",1,"1"
"492","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"2"
"493","Boy","16-20","College","Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"1"
"494","Girl","21-25","University","Non Government","Yes","Yes","Low","Rich","Wifi","4G","3-6","No","Computer","High","3",0,"3"
"495","Boy","21-25","University","Government","No","Yes","Low","Mid","Mobile Data","4G","0","No","Mobile","Low","1",1,"2"
"496","Girl","16-20","College","Non Government","No","No","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"497","Boy","11-15","School","Government","No","No","Low","Mid","Mobile Data","3G","0","No","Mobile","Low","1",1,"2"
"498","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","3G","1-3","Yes","Mobile","Moderate","2",1,"2"
"499","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","No","Computer","Moderate","2",1,"2"
"500","Boy","21-25","University","Non Government","Yes","No","Low","Mid","Wifi","4G","3-6","Yes","Computer","Moderate","2",1,"2"
"501","Girl","16-20","College","Non Government","No","No","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"502","Girl","16-20","College","Non Government","No","Yes","High","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"503","Girl","16-20","College","Non Government","No","Yes","High","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"504","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","3G","3-6","Yes","Computer","Low","1",1,"2"
"505","Girl","16-20","College","Government","No","No","High","Poor","Mobile Data","4G","0","No","Mobile","Low","1",0,"1"
"506","Boy","16-20","College","Government","No","No","High","Poor","Mobile Data","2G","1-3","No","Mobile","Low","1",1,"1"
"507","Girl","6-10","School","Non Government","No","Yes","Low","Rich","Wifi","4G","1-3","No","Mobile","High","3",0,"3"
"508","Boy","21-25","University","Government","No","No","Low","Mid","Mobile Data","4G","0","No","Mobile","Moderate","2",1,"2"
"509","Girl","16-20","College","Non Government","No","No","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"510","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"511","Girl","16-20","School","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"512","Girl","21-25","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Tab","Moderate","2",0,"2"
"513","Girl","16-20","College","Non Government","No","Yes","High","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"514","Girl","1-5","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"515","Girl","11-15","School","Government","No","No","High","Poor","Mobile Data","2G","1-3","No","Mobile","Low","1",0,"1"
"516","Girl","16-20","College","Non Government","No","No","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"2"
"517","Boy","21-25","University","Government","No","Yes","Low","Mid","Mobile Data","4G","0","No","Mobile","Low","1",1,"2"
"518","Boy","21-25","University","Non Government","Yes","Yes","Low","Rich","Wifi","4G","1-3","Yes","Computer","High","3",1,"3"
"519","Girl","21-25","University","Non Government","Yes","Yes","High","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"520","Boy","21-25","University","Government","No","No","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"521","Girl","16-20","College","Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",0,"2"
"522","Girl","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low","1",0,"1"
"523","Boy","11-15","School","Government","No","No","Low","Mid","Mobile Data","3G","0","No","Mobile","Low","1",1,"2"
"524","Girl","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","3G","3-6","Yes","Mobile","Moderate","2",0,"2"
"525","Boy","21-25","University","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Low","1",1,"2"
"526","Girl","21-25","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Tab","Moderate","2",0,"2"
"527","Boy","21-25","University","Non Government","Yes","Yes","High","Mid","Mobile Data","3G","3-6","Yes","Mobile","Moderate","2",1,"2"
"528","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","No","Computer","Moderate","2",1,"2"
"529","Boy","16-20","College","Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Mobile","Moderate","2",1,"2"
"530","Girl","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"1"
"531","Boy","21-25","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Mobile","Moderate","2",1,"2"
"532","Girl","16-20","College","Government","No","No","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Low","1",0,"2"
"533","Boy","21-25","University","Government","No","Yes","Low","Mid","Mobile Data","4G","0","No","Mobile","Low","1",1,"2"
"534","Boy","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"1"
"535","Boy","16-20","School","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"2"
"536","Boy","16-20","University","Government","No","Yes","Low","Mid","Wifi","3G","1-3","Yes","Computer","Moderate","2",1,"2"
"537","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"538","Boy","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"1"
"539","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Wifi","4G","0","No","Mobile","Low","1",1,"2"
"540","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"541","Boy","16-20","School","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"2"
"542","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"543","Girl","1-5","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"544","Girl","16-20","College","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",0,"2"
"545","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"546","Girl","1-5","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"547","Girl","6-10","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","High","3",0,"1"
"548","Boy","11-15","School","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"2"
"549","Girl","16-20","College","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"550","Boy","26-30","University","Non Government","Yes","Yes","High","Poor","Mobile Data","3G","1-3","Yes","Computer","Moderate","2",1,"1"
"551","Boy","21-25","University","Non Government","Yes","Yes","High","Mid","Mobile Data","3G","3-6","Yes","Mobile","Moderate","2",1,"2"
"552","Girl","16-20","College","Government","No","No","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Low","1",0,"2"
"553","Boy","16-20","College","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"2"
"554","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"555","Boy","21-25","University","Non Government","Yes","No","Low","Mid","Mobile Data","3G","1-3","Yes","Computer","Moderate","2",1,"2"
"556","Girl","11-15","School","Non Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"2"
"557","Girl","26-30","University","Government","No","No","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Low","1",0,"1"
"558","Girl","21-25","University","Non Government","No","Yes","Low","Mid","Wifi","2G","3-6","No","Mobile","Moderate","2",0,"2"
"559","Girl","21-25","College","Government","No","No","High","Mid","Mobile Data","3G","0","No","Mobile","Low","1",0,"2"
"560","Girl","1-5","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"561","Boy","6-10","School","Non Government","No","Yes","Low","Rich","Wifi","4G","3-6","No","Mobile","High","3",1,"3"
"562","Girl","1-5","School","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",0,"2"
"563","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"564","Boy","21-25","University","Government","No","No","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"1"
"565","Boy","21-25","University","Government","Yes","No","High","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"2"
"566","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","3G","1-3","No","Computer","Moderate","2",1,"2"
"567","Girl","26-30","University","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"568","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"569","Boy","16-20","College","Government","No","No","High","Poor","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"1"
"570","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","3-6","No","Mobile","Moderate","2",1,"2"
"571","Boy","26-30","University","Non Government","Yes","No","High","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"2"
"572","Boy","11-15","School","Non Government","No","Yes","Low","Rich","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"3"
"573","Boy","21-25","University","Non Government","Yes","Yes","High","Poor","Wifi","4G","1-3","Yes","Computer","High","3",1,"1"
"574","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Low","1",1,"2"
"575","Girl","16-20","College","Non Government","No","No","High","Mid","Mobile Data","3G","0","No","Mobile","Low","1",0,"2"
"576","Boy","21-25","University","Government","No","Yes","Low","Mid","Mobile Data","4G","0","No","Mobile","Low","1",1,"2"
"577","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"2"
"578","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",1,"2"
"579","Girl","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","3G","3-6","Yes","Mobile","Moderate","2",0,"2"
"580","Boy","16-20","College","Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Mobile","Moderate","2",1,"2"
"581","Boy","21-25","University","Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","No","Computer","Low","1",1,"2"
"582","Boy","21-25","University","Government","Yes","Yes","Low","Mid","Wifi","4G","3-6","No","Computer","Low","1",1,"2"
"583","Boy","16-20","College","Government","No","No","High","Poor","Mobile Data","2G","1-3","No","Mobile","Low","1",1,"1"
"584","Boy","16-20","College","Government","Yes","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"585","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","Yes","Computer","High","3",1,"2"
"586","Girl","21-25","University","Non Government","Yes","No","High","Poor","Wifi","2G","3-6","Yes","Tab","Low","1",0,"1"
"587","Girl","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low","1",0,"1"
"588","Girl","21-25","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Computer","Moderate","2",0,"2"
"589","Boy","21-25","University","Non Government","Yes","Yes","High","Poor","Wifi","3G","3-6","No","Mobile","Low","1",1,"1"
"590","Boy","16-20","College","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"2"
"591","Boy","16-20","School","Government","No","Yes","Low","Rich","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"3"
"592","Girl","21-25","University","Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Low","1",0,"2"
"593","Boy","26-30","University","Government","Yes","Yes","Low","Rich","Wifi","4G","1-3","No","Computer","High","3",1,"3"
"594","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","3G","3-6","Yes","Computer","Low","1",1,"2"
"595","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"596","Boy","16-20","College","Government","Yes","No","Low","Rich","Wifi","4G","0","No","Mobile","Low","1",1,"3"
"597","Boy","26-30","University","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","Yes","Mobile","Moderate","2",1,"2"
"598","Boy","21-25","University","Government","No","No","High","Poor","Mobile Data","4G","3-6","No","Mobile","Moderate","2",1,"1"
"599","Girl","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","3-6","No","Mobile","Moderate","2",0,"1"
"600","Girl","26-30","University","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"601","Girl","1-5","School","Government","No","Yes","Low","Rich","Mobile Data","4G","1-3","Yes","Mobile","Low","1",0,"3"
"602","Girl","21-25","University","Government","No","Yes","Low","Poor","Mobile Data","4G","0","No","Mobile","Low","1",0,"1"
"603","Girl","21-25","University","Non Government","No","Yes","Low","Rich","Wifi","4G","3-6","No","Tab","Moderate","2",0,"3"
"604","Girl","21-25","College","Government","No","No","High","Mid","Mobile Data","3G","0","No","Mobile","Low","1",0,"2"
"605","Boy","21-25","University","Government","Yes","No","High","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"2"
"606","Boy","21-25","University","Government","No","No","High","Poor","Mobile Data","4G","3-6","No","Mobile","Moderate","2",1,"1"
"607","Boy","11-15","School","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","High","3",1,"2"
"608","Girl","16-20","College","Government","No","No","Low","Mid","Mobile Data","4G","0","No","Mobile","Low","1",0,"2"
"609","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"2"
"610","Boy","1-5","School","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",1,"2"
"611","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Low","1",1,"2"
"612","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"613","Boy","21-25","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Computer","Moderate","2",1,"2"
"614","Boy","21-25","University","Government","No","No","High","Mid","Wifi","4G","0","No","Mobile","Low","1",1,"2"
"615","Boy","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"1"
"616","Girl","6-10","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","High","3",0,"1"
"617","Girl","1-5","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"618","Girl","6-10","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low","1",0,"1"
"619","Girl","21-25","University","Government","No","Yes","Low","Poor","Mobile Data","4G","0","No","Mobile","Low","1",0,"1"
"620","Boy","21-25","University","Non Government","No","Yes","Low","Rich","Wifi","4G","3-6","No","Computer","High","3",1,"3"
"621","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","High","3",1,"2"
"622","Girl","21-25","University","Non Government","Yes","No","Low","Mid","Mobile Data","3G","1-3","Yes","Mobile","Moderate","2",0,"2"
"623","Boy","21-25","University","Non Government","Yes","Yes","High","Mid","Mobile Data","3G","3-6","Yes","Mobile","Moderate","2",1,"2"
"624","Girl","11-15","School","Non Government","Yes","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"625","Boy","1-5","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Low","1",1,"1"
"626","Boy","11-15","School","Non Government","No","Yes","High","Mid","Wifi","4G","1-3","No","Computer","Low","1",1,"2"
"627","Boy","16-20","College","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",1,"2"
"628","Boy","11-15","School","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","High","3",1,"2"
"629","Boy","6-10","School","Non Government","No","Yes","Low","Rich","Wifi","4G","3-6","No","Mobile","High","3",1,"3"
"630","Boy","26-30","University","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"2"
"631","Girl","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"1"
"632","Girl","16-20","College","Non Government","No","No","High","Mid","Wifi","4G","3-6","No","Mobile","Moderate","2",0,"2"
"633","Girl","21-25","University","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"634","Girl","16-20","University","Non Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",0,"2"
"635","Girl","21-25","University","Government","No","Yes","Low","Mid","Wifi","3G","0","Yes","Mobile","Low","1",0,"2"
"636","Boy","11-15","School","Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"637","Girl","26-30","University","Government","No","Yes","Low","Mid","Wifi","4G","0","No","Mobile","Low","1",0,"2"
"638","Girl","1-5","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"639","Girl","1-5","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"1"
"640","Boy","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"1"
"641","Boy","11-15","School","Non Government","No","Yes","Low","Rich","Mobile Data","4G","1-3","No","Mobile","High","3",1,"3"
"642","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"643","Boy","16-20","College","Government","No","No","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",1,"2"
"644","Girl","6-10","School","Non Government","No","Yes","Low","Rich","Wifi","4G","1-3","No","Mobile","High","3",0,"3"
"645","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",1,"2"
"646","Girl","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"1"
"647","Boy","26-30","University","Government","No","No","Low","Poor","Mobile Data","4G","0","No","Mobile","Low","1",1,"1"
"648","Boy","26-30","University","Government","Yes","No","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"1"
"649","Boy","21-25","University","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","Yes","Mobile","High","3",1,"1"
"650","Boy","16-20","School","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"2"
"651","Girl","11-15","School","Government","No","No","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",0,"2"
"652","Boy","26-30","University","Government","Yes","No","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"1"
"653","Boy","16-20","College","Government","Yes","No","Low","Mid","Mobile Data","4G","0","No","Mobile","Low","1",1,"2"
"654","Girl","21-25","University","Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Low","1",0,"2"
"655","Boy","21-25","University","Non Government","Yes","Yes","High","Mid","Wifi","4G","3-6","Yes","Computer","Low","1",1,"2"
"656","Boy","11-15","School","Non Government","No","Yes","Low","Rich","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"3"
"657","Boy","11-15","School","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","High","3",1,"2"
"658","Girl","16-20","College","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"659","Girl","16-20","University","Non Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",0,"2"
"660","Girl","16-20","University","Government","No","Yes","Low","Mid","Wifi","4G","1-3","Yes","Mobile","Low","1",0,"2"
"661","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"2"
"662","Girl","1-5","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"1"
"663","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"2"
"664","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"2"
"665","Boy","21-25","University","Non Government","No","No","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"666","Girl","16-20","University","Non Government","Yes","No","Low","Mid","Mobile Data","3G","3-6","Yes","Mobile","Moderate","2",0,"2"
"667","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",1,"2"
